GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	0.000953	0.000953	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:450531	Regulation of mRNA stability by proteins that bind AU-rich elements	0.0026	0.0026	1	PSMC4,EXOSC5,PSMC5,HSPB1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,EXOSC4,PSMD13,UBA52,PSMB3
REAC:450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	0.000545	0.000545	1	PSMC4,PSMC5,HSPB1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1236975	Antigen processing-Cross presentation	0.0198	0.0198	1	PSMC4,PSMC5,STX4,SEC61B,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1236974	ER-Phagosome pathway	0.00509	0.00509	1	PSMC4,PSMC5,STX4,SEC61B,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1236978	Cross-presentation of soluble exogenous antigens (endosomes)	0.00231	0.00231	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,PSMB3
REAC:69615	G1/S DNA Damage Checkpoints	0.00558	0.00558	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,ZNF385A,PSMC3,PSMD13,UBA52,PSMB3
REAC:69613	p53-Independent G1/S DNA damage checkpoint	0.00137	0.00137	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69610	p53-Independent DNA Damage Response	0.00137	0.00137	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	0.00137	0.00137	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69580	p53-Dependent G1/S DNA damage checkpoint	0.00474	0.00474	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,ZNF385A,PSMC3,PSMD13,UBA52,PSMB3
REAC:69563	p53-Dependent G1 DNA Damage Response	0.00474	0.00474	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,ZNF385A,PSMC3,PSMD13,UBA52,PSMB3
REAC:69541	Stabilization of p53	0.00228	0.00228	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:349425	Autodegradation of the E3 ubiquitin ligase COP1	0.00122	0.00122	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5687128	MAPK6/MAPK4 signaling	0.00493	0.00493	1	PSMC4,PRKACA,PSMC5,HSPB1,PSMF1,SHFM1,RNASE1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:2408522	Selenoamino acid metabolism	3.81e-11	3.81e-11	1	RPS20,RPL18,RPL3,RPS16,RPS19,RPL28,RPL19,RPL34,RPL24,RPS15,RPL36,EEFSEC,RPL35,RPLP1,RPS2,RPS11,RPL13A,RPL37,FAU,RPL8,RPL29,RPL27A,RPL13,RPL38,RPLP2,RPL14,RPS26,RPL12,UBA52,RPS28,RPL36A
REAC:2408557	Selenocysteine synthesis	1.15e-13	1.15e-13	1	RPS20,RPL18,RPL3,RPS16,RPS19,RPL28,RPL19,RPL34,RPL24,RPS15,RPL36,EEFSEC,RPL35,RPLP1,RPS2,RPS11,RPL13A,RPL37,FAU,RPL8,RPL29,RPL27A,RPL13,RPL38,RPLP2,RPL14,RPS26,RPL12,UBA52,RPS28,RPL36A
REAC:69306	DNA Replication	0.0493	0.0493	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:68874	M/G1 Transition	0.0276	0.0276	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69002	DNA Replication Pre-Initiation	0.0276	0.0276	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:68867	Assembly of the pre-replicative complex	0.00622	0.00622	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:68827	CDT1 association with the CDC6:ORC:origin complex	0.00271	0.00271	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69239	Synthesis of DNA	0.033	0.033	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69052	Switching of origins to a post-replicative state	0.0032	0.0032	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69304	Regulation of DNA replication	0.00493	0.00493	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69300	Removal of licensing factors from origins	0.00393	0.00393	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69017	CDK-mediated phosphorylation and removal of Cdc6	0.00105	0.00105	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:68949	Orc1 removal from chromatin	0.0032	0.0032	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:3858494	Beta-catenin independent WNT signaling	0.0374	0.0374	1	PSMC4,AP2S1,PSMC5,PFN1,PSMF1,SHFM1,RNASE1,PSMB6,PSMD4,PSMB4,PSMC3,GNG5,CLTB,PSMD13,UBA52,PSMB3
REAC:4086400	PCP/CE pathway	0.0021	0.0021	1	PSMC4,AP2S1,PSMC5,PFN1,PSMF1,SHFM1,RNASE1,PSMB6,PSMD4,PSMB4,PSMC3,CLTB,PSMD13,UBA52,PSMB3
REAC:4608870	Asymmetric localization of PCP proteins	0.00455	0.00455	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5696398	Nucleotide Excision Repair	0.000303	0.000303	1	POLR2J,ERCC1,XRCC1,ACTB,XAB2,RBX1,UBE2I,POLR2I,TFPT,PRPF19,INO80B,ERCC5,POLR2H,COPS6,GPS1,POLR2L,RAD23A,MCRS1,UBA52
REAC:6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.0018	0.0018	1	POLR2J,ERCC1,XRCC1,XAB2,RBX1,POLR2I,PRPF19,ERCC5,POLR2H,COPS6,GPS1,POLR2L
REAC:6782135	Dual incision in TC-NER	0.0126	0.0126	1	POLR2J,ERCC1,XAB2,RBX1,POLR2I,PRPF19,ERCC5,POLR2H,POLR2L,UBA52
REAC:5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.00622	0.00622	1	ERCC1,XRCC1,ACTB,RBX1,UBE2I,TFPT,INO80B,ERCC5,COPS6,GPS1,RAD23A,MCRS1,UBA52
REAC:927802	Nonsense-Mediated Decay (NMD)	4.34e-12	4.34e-12	1	RPS20,RPL18,RPL3,RPS16,RPS19,PPP2R1A,RPL28,RPL19,RPL34,RPL24,RPS15,RPL36,RPL35,RPLP1,RPS2,RPS11,RPL13A,RPL37,FAU,RPL8,RPL29,RPL27A,RPL13,RPL38,RPLP2,RPL14,RPS26,RPL12,RNPS1,UBA52,RPS28,RPL36A
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	9.21e-13	9.21e-13	1	RPS20,RPL18,RPL3,RPS16,RPS19,RPL28,RPL19,RPL34,RPL24,RPS15,RPL36,RPL35,RPLP1,RPS2,RPS11,RPL13A,RPL37,FAU,RPL8,RPL29,RPL27A,RPL13,RPL38,RPLP2,RPL14,RPS26,RPL12,UBA52,RPS28,RPL36A
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	4.34e-12	4.34e-12	1	RPS20,RPL18,RPL3,RPS16,RPS19,PPP2R1A,RPL28,RPL19,RPL34,RPL24,RPS15,RPL36,RPL35,RPLP1,RPS2,RPS11,RPL13A,RPL37,FAU,RPL8,RPL29,RPL27A,RPL13,RPL38,RPLP2,RPL14,RPS26,RPL12,RNPS1,UBA52,RPS28,RPL36A
REAC:72312	rRNA processing	6.66e-16	6.66e-16	1	TSR3,RPS20,RPL18,WDR18,HSD17B10,EXOSC5,PES1,NHP2L1,RPL3,RPS16,FBL,RPS19,DDX49,RPL28,RPL19,RPL34,RPL24,RPS15,RPL36,RPL35,RPLP1,RPS2,PELP1,RPS11,RPL13A,RPL37,FAU,RPL8,RPL29,RPL27A,RPL13,RPL38,TRMT112,RPLP2,IMP3,EXOSC4,NOC4L,RPL14,RRP7A,RPS26,RPL12,MT-CO2,MT-CYB,MT-ND2,MT-CO1,MT-ND3,MT-ND4,MT-ND1,MT-ATP6,MT-CO3,MT-ND4L,UBA52,RPS28,RPL36A
REAC:453274	Mitotic G2-G2/M phases	0.00317	0.00317	1	PSMC4,PRKACA,PSMC5,RBX1,PPP2R1A,PSMF1,SHFM1,TUBG1,ACTR1A,PSMB6,MZT2B,PSMD4,PSMB4,PSMC3,MZT2A,SSNA1,PSMD13,TUBB4B,LCMT1,UBA52,CDK11B,PSMB3
REAC:69275	G2/M Transition	0.00293	0.00293	1	PSMC4,PRKACA,PSMC5,RBX1,PPP2R1A,PSMF1,SHFM1,TUBG1,ACTR1A,PSMB6,MZT2B,PSMD4,PSMB4,PSMC3,MZT2A,SSNA1,PSMD13,TUBB4B,LCMT1,UBA52,CDK11B,PSMB3
REAC:8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	0.00293	0.00293	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:351202	Metabolism of polyamines	0.00154	0.00154	1	PSMC4,PSMC5,SRM,PSMF1,SHFM1,GAMT,PSMB6,NMRAL1,PSMD4,PSMB4,PSMC3,CKB,PSMD13,PSMB3
REAC:350562	Regulation of ornithine decarboxylase (ODC)	0.0026	0.0026	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,PSMB3
REAC:4641258	Degradation of DVL	0.00071	0.00071	1	PSMC4,PSMC5,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:72306	tRNA processing	0.00293	0.00293	1	METTL1,HSD17B10,URM1,POP7,TRMT112,LAGE3,MT-CO2,MT-CYB,MT-ND2,MT-CO1,MT-ND3,MT-ND4,MT-ND1,MT-ATP6,MT-CO3,MT-ND4L,QTRT1
REAC:6785470	tRNA processing in the mitochondrion	4.49e-05	4.49e-05	1	HSD17B10,MT-CO2,MT-CYB,MT-ND2,MT-CO1,MT-ND3,MT-ND4,MT-ND1,MT-ATP6,MT-CO3
REAC:4641257	Degradation of AXIN	0.00179	0.00179	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:453276	Regulation of mitotic cell cycle	0.00478	0.00478	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174143	APC/C-mediated degradation of cell cycle proteins	0.00478	0.00478	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.00493	0.00493	1	PSMC4,PSMC5,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:176409	APC/C:Cdc20 mediated degradation of mitotic proteins	0.00474	0.00474	1	PSMC4,PSMC5,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	0.00393	0.00393	1	PSMC4,PSMC5,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	0.00352	0.00352	1	PSMC4,PSMC5,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174154	APC/C:Cdc20 mediated degradation of Securin	0.00228	0.00228	1	PSMC4,PSMC5,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:176408	Regulation of APC/C activators between G1/S and early anaphase	0.00293	0.00293	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174113	SCF-beta-TrCP mediated degradation of Emi1	0.000545	0.000545	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174084	Autodegradation of Cdh1 by Cdh1:APC/C	0.000487	0.000487	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0.00138	0.00138	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:162906	HIV Infection	0.000389	0.000389	1	POLR2J,PSMC4,AP2S1,AP1M1,PSMC5,RBX1,CHMP4B,POLR2I,GTF2F1,PSMF1,SHFM1,RNASE1,CHMP2A,VPS4A,CDK9,MVB12A,PSMB6,PSMD4,PSMB4,VPS28,POLR2H,PSMC3,TAF10,BANF1,CHMP6,POLR2L,PSMD13,SUPT5H,UBA52,PSMB3
REAC:162909	Host Interactions of HIV factors	0.00652	0.00652	1	PSMC4,AP2S1,AP1M1,PSMC5,RBX1,PSMF1,SHFM1,RNASE1,CDK9,PSMB6,PSMD4,PSMB4,PSMC3,BANF1,PSMD13,UBA52,PSMB3
REAC:180585	Vif-mediated degradation of APOBEC3G	0.000482	0.000482	1	PSMC4,PSMC5,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:180534	Vpu mediated degradation of CD4	0.00122	0.00122	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1169091	Activation of NF-kappaB in B cells	0.00228	0.00228	1	PSMC4,PSMC5,NFKBIB,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1250342	PI3K events in ERBB4 signaling	0.0411	0.0411	1	PSMC4,MBD3,PSMC5,PPP2R1A,GSK3A,LAMTOR2,PSMC3,LAMTOR4,RING1,CSNK2B,AKT1S1,PSMB3
REAC:5654710	PI-3K cascade:FGFR3	0.0411	0.0411	1	PSMC4,MBD3,PSMC5,PPP2R1A,GSK3A,LAMTOR2,PSMC3,LAMTOR4,RING1,CSNK2B,AKT1S1,PSMB3
REAC:5654695	PI-3K cascade:FGFR2	0.0411	0.0411	1	PSMC4,MBD3,PSMC5,PPP2R1A,GSK3A,LAMTOR2,PSMC3,LAMTOR4,RING1,CSNK2B,AKT1S1,PSMB3
REAC:5654720	PI-3K cascade:FGFR4	0.0411	0.0411	1	PSMC4,MBD3,PSMC5,PPP2R1A,GSK3A,LAMTOR2,PSMC3,LAMTOR4,RING1,CSNK2B,AKT1S1,PSMB3
REAC:5654689	PI-3K cascade:FGFR1	0.0411	0.0411	1	PSMC4,MBD3,PSMC5,PPP2R1A,GSK3A,LAMTOR2,PSMC3,LAMTOR4,RING1,CSNK2B,AKT1S1,PSMB3
REAC:1257604	PIP3 activates AKT signaling	0.0411	0.0411	1	PSMC4,MBD3,PSMC5,PPP2R1A,GSK3A,LAMTOR2,PSMC3,LAMTOR4,RING1,CSNK2B,AKT1S1,PSMB3
REAC:75815	Ubiquitin-dependent degradation of Cyclin D	0.00105	0.00105	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69229	Ubiquitin-dependent degradation of Cyclin D1	0.00105	0.00105	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69656	Cyclin A:Cdk2-associated events at S phase entry	0.00787	0.00787	1	PSMC4,PSMC5,FZR1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:69202	Cyclin E associated events during G1/S transition 	0.0231	0.0231	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:187577	SCF(Skp2)-mediated degradation of p27/p21	0.00293	0.00293	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5621481	C-type lectin receptors (CLRs)	0.0104	0.0104	1	PSMC4,PRKACA,PSMC5,CDC34,TAB1,PYCARD,PSMF1,SHFM1,UBE2M,PSMB6,PSMD4,PSMB4,PSMC3,HRAS,PSMD13,UBA52,PSMB3
REAC:5607764	CLEC7A (Dectin-1) signaling	0.00295	0.00295	1	PSMC4,PSMC5,CDC34,TAB1,PYCARD,PSMF1,SHFM1,UBE2M,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5607761	Dectin-1 mediated noncanonical NF-kB signaling	0.00137	0.00137	1	PSMC4,PSMC5,PSMF1,SHFM1,UBE2M,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:6807505	RNA polymerase II transcribes snRNA genes	0.0453	0.0453	1	POLR2J,SRRT,SNAPC2,POLR2I,GTF2F1,CDK9,NABP2,SSU72,POLR2H,POLR2L,SUPT5H
REAC:5358351	Signaling by Hedgehog	0.0299	0.0299	1	FUZ,PSMC4,PRKACA,PSMC5,GNAS,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5358346	Hedgehog ligand biogenesis	0.00483	0.00483	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5632684	Hedgehog 'on' state	0.0124	0.0124	1	PSMC4,PSMC5,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5610787	Hedgehog 'off' state	0.00263	0.00263	1	FUZ,PSMC4,PRKACA,PSMC5,GNAS,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5610785	GLI3 is processed to GLI3R by the proteasome	0.000303	0.000303	1	PSMC4,PRKACA,PSMC5,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5610783	Degradation of GLI2 by the proteasome	0.000303	0.000303	1	PSMC4,PRKACA,PSMC5,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5610780	Degradation of GLI1 by the proteasome	0.000303	0.000303	1	PSMC4,PRKACA,PSMC5,RBX1,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5619115	Disorders of transmembrane transporters	0.0126	0.0126	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5619084	ABC transporter disorders	0.00622	0.00622	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5678895	Defective CFTR causes cystic fibrosis	0.0032	0.0032	1	PSMC4,PSMC5,PSMF1,SHFM1,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5628897	TP53 Regulates Metabolic Genes	3.23e-05	3.23e-05	1	GPI,COX6A1,LAMTOR2,COX6B1,PRDX5,COX4I1,COX5B,TACO1,SURF1,COX6C,PRDX2,MLST8,COX8A,COX14,COX5A,LAMTOR4,MT-CO2,MT-CO1,MT-CO3
REAC:5368287	Mitochondrial translation	5.01e-12	5.01e-12	1	MRPL43,MRPS34,MRPL28,MRPL4,MRPL27,MRPL2,MRPS15,MRPS2,MRPS26,MRPS12,MRPL34,ERAL1,MRPL24,MRPL17,MRPL55,MRPL16,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL41,MRPL54,MRPL40,MRPL21,MRPL23,MRPL12,MRPS21
REAC:5368286	Mitochondrial translation initiation	1.08e-12	1.08e-12	1	MRPL43,MRPS34,MRPL28,MRPL4,MRPL27,MRPL2,MRPS15,MRPS2,MRPS26,MRPS12,MRPL34,ERAL1,MRPL24,MRPL17,MRPL55,MRPL16,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL41,MRPL54,MRPL40,MRPL21,MRPL23,MRPL12,MRPS21
REAC:5389840	Mitochondrial translation elongation	1.08e-12	1.08e-12	1	MRPL43,MRPS34,MRPL28,MRPL4,MRPL27,MRPL2,MRPS15,MRPS2,MRPS26,MRPS12,MRPL34,ERAL1,MRPL24,MRPL17,MRPL55,MRPL16,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL41,MRPL54,MRPL40,MRPL21,MRPL23,MRPL12,MRPS21
REAC:5419276	Mitochondrial translation termination	1.08e-12	1.08e-12	1	MRPL43,MRPS34,MRPL28,MRPL4,MRPL27,MRPL2,MRPS15,MRPS2,MRPS26,MRPS12,MRPL34,ERAL1,MRPL24,MRPL17,MRPL55,MRPL16,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL41,MRPL54,MRPL40,MRPL21,MRPL23,MRPL12,MRPS21
REAC:1592230	Mitochondrial biogenesis	0.0133	0.0133	1	ATP5D,POLRMT,ATP5E,NR1D1,ATP5G2,SIRT3,ATP5G1,ATP5H,ATP5I,MINOS1,C19ORF70,TMEM11,MT-ATP6,ATP5J2
