GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:72706	GTP hydrolysis and joining of the 60S ribosomal subunit	0.00388	0.00388	1	RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:72689	Formation of a pool of free 40S subunits	0.00211	0.00211	1	RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:927802	Nonsense-Mediated Decay (NMD)	0.00171	0.00171	1	RPS20,PPP2R1A,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	0.00171	0.00171	1	RPS20,PPP2R1A,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	0.00155	0.00155	1	RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:450531	Regulation of mRNA stability by proteins that bind AU-rich elements	0.000858	0.000858	1	EXOSC5,PSMC5,HSPB1,SHFM1,PSMB6,PSMD4,PSMB4,MAPKAPK2,EXOSC4,PSMB8,PSMB3
REAC:168254	Influenza Infection	0.000313	0.000313	1	POLR2J,RPS20,RPL19,RPS15,CLTA,RPL36,RPL27,RPL35,RPS2,RPL8,POLR2H,SLC25A6,RPL38,POLR2L,RPL37A,RPS28
REAC:168255	Influenza Life Cycle	0.000485	0.000485	1	POLR2J,RPS20,RPL19,RPS15,CLTA,RPL36,RPL27,RPL35,RPS2,RPL8,POLR2H,RPL38,POLR2L,RPL37A,RPS28
REAC:168273	Influenza Viral RNA Transcription and Replication	0.000725	0.000725	1	POLR2J,RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,POLR2H,RPL38,POLR2L,RPL37A,RPS28
REAC:192823	Viral mRNA Translation	0.00105	0.00105	1	RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:5628897	TP53 Regulates Metabolic Genes	2.43e-11	2.43e-11	1	COX6A1,LAMTOR2,COX6B1,COX7C,COX4I1,COX7B,LAMTOR5,COX5B,TXN,SURF1,LAMTOR1,COX6C,MLST8,SFN,GPX2,COX8A,COX14,LAMTOR4
REAC:2682334	EPH-Ephrin signaling	0.000368	0.000368	1	AP2S1,ACTB,CLTA,ARPC1B,RAC1,PSEN2,ARPC5,HRAS,CLTB,PSENEN,ARPC4,EFNA4
REAC:453274	Mitotic G2-G2/M phases	0.00515	0.00515	1	PSMC5,RBX1,PPP2R1A,TUBA4A,SHFM1,PSMB6,MZT2B,PSMD4,PSMB4,MZT2A,SSNA1,TUBB4B,PSMB8,PSMB3
REAC:69275	G2/M Transition	0.00492	0.00492	1	PSMC5,RBX1,PPP2R1A,TUBA4A,SHFM1,PSMB6,MZT2B,PSMD4,PSMB4,MZT2A,SSNA1,TUBB4B,PSMB8,PSMB3
REAC:391251	Protein folding	0.00507	0.00507	1	ACTB,TBCB,PFDN1,PFDN5,TUBA4A,PFDN2,GBA,TUBB4B,PFDN6,CSNK2B
REAC:5654710	PI-3K cascade:FGFR3	0.0298	0.0298	1	PSMC5,PPP2R1A,LAMTOR2,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMB4,MLST8,MAF1,LAMTOR4,PSMB8,CSNK2B,PSMB3
REAC:5654689	PI-3K cascade:FGFR1	0.0298	0.0298	1	PSMC5,PPP2R1A,LAMTOR2,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMB4,MLST8,MAF1,LAMTOR4,PSMB8,CSNK2B,PSMB3
REAC:5654695	PI-3K cascade:FGFR2	0.0298	0.0298	1	PSMC5,PPP2R1A,LAMTOR2,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMB4,MLST8,MAF1,LAMTOR4,PSMB8,CSNK2B,PSMB3
REAC:1250342	PI3K events in ERBB4 signaling	0.0298	0.0298	1	PSMC5,PPP2R1A,LAMTOR2,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMB4,MLST8,MAF1,LAMTOR4,PSMB8,CSNK2B,PSMB3
REAC:5654720	PI-3K cascade:FGFR4	0.0298	0.0298	1	PSMC5,PPP2R1A,LAMTOR2,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMB4,MLST8,MAF1,LAMTOR4,PSMB8,CSNK2B,PSMB3
REAC:1257604	PIP3 activates AKT signaling	0.0298	0.0298	1	PSMC5,PPP2R1A,LAMTOR2,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMB4,MLST8,MAF1,LAMTOR4,PSMB8,CSNK2B,PSMB3
REAC:1428517	The citric acid (TCA) cycle and respiratory electron transport	2.97e-34	2.97e-34	1	NDUFAB1,IDH3G,NDUFB2,ATP5D,NDUFB7,NDUFC1,NDUFS8,COX6A1,NDUFS7,NDUFB3,NDUFA8,ATP5E,NDUFA1,COX6B1,COX7C,UQCR11,COX4I1,COX7B,NDUFA2,ATP5G2,COX5B,NDUFA9,NDUFB10,NDUFS6,NDUFB11,NDUFB9,SURF1,UQCRB,NDUFS2,ATP5G1,UQCRQ,COX6C,NDUFB8,ATP5L,ATP5H,NDUFS5,ATP5I,NDUFA3,NDUFA11,COX8A,NDUFAF3,NDUFV2,COX14,CYC1,NDUFB1,UQCR10,NDUFA12,NDUFA13,NDUFS3,ATP5J2
REAC:163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	5.66e-40	5.66e-40	1	NDUFAB1,NDUFB2,ATP5D,NDUFB7,NDUFC1,NDUFS8,COX6A1,NDUFS7,NDUFB3,NDUFA8,ATP5E,NDUFA1,COX6B1,COX7C,UQCR11,COX4I1,COX7B,NDUFA2,ATP5G2,COX5B,NDUFA9,NDUFB10,NDUFS6,NDUFB11,NDUFB9,SURF1,UQCRB,NDUFS2,ATP5G1,UQCRQ,COX6C,NDUFB8,ATP5L,ATP5H,NDUFS5,ATP5I,NDUFA3,NDUFA11,COX8A,NDUFAF3,NDUFV2,COX14,CYC1,NDUFB1,UQCR10,NDUFA12,NDUFA13,NDUFS3,ATP5J2
REAC:611105	Respiratory electron transport	2.97e-34	2.97e-34	1	NDUFAB1,NDUFB2,NDUFB7,NDUFC1,NDUFS8,COX6A1,NDUFS7,NDUFB3,NDUFA8,NDUFA1,COX6B1,COX7C,UQCR11,COX4I1,COX7B,NDUFA2,COX5B,NDUFA9,NDUFB10,NDUFS6,NDUFB11,NDUFB9,SURF1,UQCRB,NDUFS2,UQCRQ,COX6C,NDUFB8,NDUFS5,NDUFA3,NDUFA11,COX8A,NDUFAF3,NDUFV2,COX14,CYC1,NDUFB1,UQCR10,NDUFA12,NDUFA13,NDUFS3
REAC:6799198	Complex I biogenesis	1.06e-23	1.06e-23	1	NDUFAB1,NDUFB2,NDUFB7,NDUFC1,NDUFS8,NDUFS7,NDUFB3,NDUFA8,NDUFA1,NDUFA2,NDUFA9,NDUFB10,NDUFS6,NDUFB11,NDUFB9,NDUFS2,NDUFB8,NDUFS5,NDUFA3,NDUFA11,NDUFAF3,NDUFV2,NDUFB1,NDUFA12,NDUFA13,NDUFS3
REAC:5368287	Mitochondrial translation	3.22e-13	3.22e-13	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,TUFM,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12,MRPS21
REAC:5389840	Mitochondrial translation elongation	8.3e-14	8.3e-14	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,TUFM,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12,MRPS21
REAC:5419276	Mitochondrial translation termination	6.28e-13	6.28e-13	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12,MRPS21
REAC:5368286	Mitochondrial translation initiation	6.28e-13	6.28e-13	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12,MRPS21
REAC:5357801	Programmed Cell Death	0.0325	0.0325	1	PSMC5,SHFM1,PSMB6,PSMD4,PSMB4,LMNA,SFN,BCAP31,HIST1H1C,PSMB8,PSMB3
REAC:109581	Apoptosis	0.0298	0.0298	1	PSMC5,SHFM1,PSMB6,PSMD4,PSMB4,LMNA,SFN,BCAP31,HIST1H1C,PSMB8,PSMB3
REAC:1268020	Mitochondrial protein import	5.8e-12	5.8e-12	1	IDH3G,TIMM13,CMC2,TIMM17B,TIMM17A,TIMM10,COX17,TIMM8B,ATP5G1,NDUFB8,COA6,SLC25A6,MTX1,CYC1,COA4,TOMM7,CHCHD10,TIMM23
REAC:195253	Degradation of beta-catenin by the destruction complex	0.00171	0.00171	1	PSMC5,RBX1,AES,PPP2R1A,SHFM1,PSMB6,PSMD4,PSMB4,PSMB8,PSMB3
REAC:69206	G1/S Transition	0.0148	0.0148	1	PSMC5,PPP2R1A,POLE4,SHFM1,PSMB6,PSMD4,PSMB4,TK1,PSMB8,PSMB3
REAC:2408522	Selenoamino acid metabolism	0.00479	0.00479	1	RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:2408557	Selenocysteine synthesis	0.00135	0.00135	1	RPS20,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,RPL37A,RPS28
REAC:3858494	Beta-catenin independent WNT signaling	0.0149	0.0149	1	AP2S1,PSMC5,CLTA,SHFM1,RAC1,PSMB6,PSMD4,PSMB4,CLTB,PSMB8,PSMB3
REAC:4086400	PCP/CE pathway	0.00127	0.00127	1	AP2S1,PSMC5,CLTA,SHFM1,RAC1,PSMB6,PSMD4,PSMB4,CLTB,PSMB8,PSMB3
REAC:15869	Metabolism of nucleotides	0.000105	0.000105	1	NME3,DGUOK,NT5C,ITPA,TXN,GUK1,TK1,DTYMK,APRT,GPX1,NME1
REAC:535734	Fatty acid, triacylglycerol, and ketone body metabolism	0.000126	0.000126	-1	NR1H4,EP300,CPT1A,HMGCS1,HMGCR,ACOT2,GPAM,HMGCS2,MUT,PLIN2,ABCA1,PEX11A,ACOT12,PPARA,ELOVL2
REAC:400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	0.000537	0.000537	-1	NR1H4,EP300,CPT1A,HMGCS1,HMGCR,ACADM,HMGCS2,PLIN2,ABCA1,PEX11A,PPARA
REAC:1989781	PPARA activates gene expression	0.000526	0.000526	-1	NR1H4,EP300,CPT1A,HMGCS1,HMGCR,ACADM,HMGCS2,PLIN2,ABCA1,PEX11A,PPARA
REAC:425407	SLC-mediated transmembrane transport	0.000127	0.000127	-1	SLC7A2,SLC39A14,SLC6A12,SLC35D1,SLC35A3,NUP153,SLCO1B1,SLC31A1,SLC22A7,SLCO2B1,SLC38A4,SLC47A1,SLC6A1,SLC2A2,SLC20A2,SLC30A1,SLC30A10,SLC2A10
GO:0140053	mitochondrial gene expression	2.06e-12	2.06e-12	1	HSD17B10,MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,UQCC2,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,COA3,MRPL23,MRPL20,MRPL12
GO:0032984	macromolecular complex disassembly	8.79e-09	8.79e-09	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,CHMP2A,CHMP1A,VPS4A,SH3BGRL3,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GBA,GADD45GIP1,MRPL14,MRPL41,CIB1,MRPL23,MRPL20,TWF2,MRPL12
GO:0043241	protein complex disassembly	4.66e-10	4.66e-10	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,CHMP2A,CHMP1A,VPS4A,SH3BGRL3,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GBA,GADD45GIP1,MRPL14,MRPL41,CIB1,MRPL23,MRPL20,TWF2,MRPL12
GO:0043624	cellular protein complex disassembly	2.51e-11	2.51e-11	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,VPS4A,SH3BGRL3,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,CIB1,MRPL23,MRPL20,TWF2,MRPL12
GO:0006414	translational elongation	4.8e-13	4.8e-13	1	MRPS34,MRPL28,EEF1D,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,TUFM,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12
GO:0032543	mitochondrial translation	1.81e-12	1.81e-12	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,UQCC2,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,COA3,MRPL23,MRPL20,MRPL12
GO:0070125	mitochondrial translational elongation	1.43e-13	1.43e-13	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12
GO:0006415	translational termination	2.6e-12	2.6e-12	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12
GO:0070126	mitochondrial translational termination	2.34e-13	2.34e-13	1	MRPS34,MRPL28,MRPL27,MRPL51,MRPS2,MRPS7,MRPS12,MRPL34,MRPL24,MRPL17,MRPL55,MRPL36,MRPL52,MRP63,AURKAIP1,GADD45GIP1,MRPL14,MRPL41,MRPL23,MRPL20,MRPL12
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	0.0282	0.0282	1	POLR2J,GAPDH,CHMP2A,VPS4A,TNIP1,SNF8,POLR2H,BANF1,POLR2L,RAD23A,ANXA2,IFITM2
GO:0070646	protein modification by small protein removal	0.0132	0.0132	1	ACTB,PSMC5,BABAM1,PARK7,SHFM1,NEDD8,TNIP1,PSMD4,PSMB4,JOSD2,TAF10,TNIP2,RAD23A,PSMB8,PSMB3
GO:0016579	protein deubiquitination	0.00803	0.00803	1	ACTB,PSMC5,BABAM1,PARK7,SHFM1,NEDD8,TNIP1,PSMD4,PSMB4,JOSD2,TAF10,TNIP2,RAD23A,PSMB8,PSMB3
GO:0052548	regulation of endopeptidase activity	0.0354	0.0354	1	CST3,GAPDH,HSPE1,PARK7,SERPINB6,LAMTOR5,SFN,BCAP31,NDUFA13,PSMB8,FIS1,GPX1
GO:0006818	hydrogen transport	5.86e-09	5.86e-09	1	ATP5D,ATP6V0E1,ATP6V0B,ATP5E,ATP6V1F,ATP5G2,COX5B,COX17,ATP5G1,ATP5L,ATP5H,ATP5I,COX8A,CYC1,ATP5J2
GO:0015992	proton transport	3.86e-09	3.86e-09	1	ATP5D,ATP6V0E1,ATP6V0B,ATP5E,ATP6V1F,ATP5G2,COX5B,COX17,ATP5G1,ATP5L,ATP5H,ATP5I,COX8A,CYC1,ATP5J2
GO:0071453	cellular response to oxygen levels	0.0453	0.0453	1	PSMC5,RBX1,SHFM1,PSMB6,TCEB1,PSMD4,PSMB4,LMNA,PSMB8,PSMB3
GO:0036294	cellular response to decreased oxygen levels	0.0304	0.0304	1	PSMC5,RBX1,SHFM1,PSMB6,TCEB1,PSMD4,PSMB4,LMNA,PSMB8,PSMB3
GO:0071456	cellular response to hypoxia	0.0274	0.0274	1	PSMC5,RBX1,SHFM1,PSMB6,TCEB1,PSMD4,PSMB4,LMNA,PSMB8,PSMB3
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	0.0457	0.0457	1	PSMC5,RBX1,RNF7,SHFM1,ANAPC11,PSMB6,TCEB1,PSMD4,PSMB4,RNF181,PSMB8,PSMB3
GO:0006413	translational initiation	0.00693	0.00693	1	RPS20,HSPB1,RPL19,RPS15,RPL36,RPL27,RPL35,RPS2,RPL8,RPL38,EIF1,RPL37A,RPS28
GO:0051348	negative regulation of transferase activity	0.0151	0.0151	1	PHPT1,PSMC5,PPP2R1A,HSPB1,PARK7,MAD2L2,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,RGS14,SFN,GBA,PSMB8,CHCHD10,PSMB3
GO:1903320	regulation of protein modification by small protein conjugation or removal	0.00547	0.00547	1	PSMC5,PARK7,MAD2L2,PIN1,SHFM1,HSPBP1,DNAJB2,ANAPC11,PSMB6,TNIP1,PSMD4,PSMB4,VPS28,COMMD1,PSMB8,PSMB3
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0132	0.0132	1	PSMC5,PIN1,SHFM1,HSPBP1,ANAPC11,TNIP1,PSMD4,PSMB4,COMMD1,PSMB8,PSMB3
GO:0031396	regulation of protein ubiquitination	0.00616	0.00616	1	PSMC5,PARK7,MAD2L2,PIN1,SHFM1,HSPBP1,DNAJB2,ANAPC11,PSMB6,PSMD4,PSMB4,VPS28,COMMD1,PSMB8,PSMB3
GO:0051438	regulation of ubiquitin-protein transferase activity	0.00294	0.00294	1	PSMC5,PARK7,MAD2L2,PIN1,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMB8,PSMB3
GO:0051444	negative regulation of ubiquitin-protein transferase activity	0.000753	0.000753	1	PSMC5,PARK7,MAD2L2,SHFM1,ANAPC11,PSMB6,PSMD4,PSMB4,PSMB8,PSMB3
GO:1903362	regulation of cellular protein catabolic process	6.5e-05	6.5e-05	1	PSMC5,RBX1,PARK7,GIPC1,SHFM1,HSPBP1,UQCC2,ATRAID,ANAPC11,PSMB6,PSMD4,PSMB4,COMMD1,GBA,RAD23A,ANXA2,BCAP31,PSMB8,GPX1,PSMB3
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	0.000683	0.000683	1	PSMC5,RBX1,PARK7,GIPC1,SHFM1,HSPBP1,ANAPC11,PSMB6,PSMD4,PSMB4,COMMD1,GBA,RAD23A,BCAP31,PSMB8,GPX1,PSMB3
GO:0045732	positive regulation of protein catabolic process	0.000323	0.000323	1	PSMC5,RBX1,OAZ1,SHFM1,HSPBP1,UQCC2,ANAPC11,PSMB6,SNF8,PSMD4,PSMB4,VPS28,GBA,RAD23A,BCAP31,NDUFA13,PSMB8,PSMB3
GO:1903364	positive regulation of cellular protein catabolic process	0.00207	0.00207	1	PSMC5,RBX1,SHFM1,HSPBP1,UQCC2,ANAPC11,PSMB6,PSMD4,PSMB4,GBA,RAD23A,BCAP31,PSMB8,PSMB3
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.00303	0.00303	1	PSMC5,RBX1,SHFM1,HSPBP1,ANAPC11,PSMB6,PSMD4,PSMB4,GBA,RAD23A,BCAP31,PSMB8,PSMB3
GO:1902903	regulation of supramolecular fiber organization	0.0422	0.0422	1	PARK7,ARPC1B,SH3BGRL3,HAX1,ARF1,ARPC5,CIB1,GPX1,ARPC4,TWF2
GO:1903311	regulation of mRNA metabolic process	0.0387	0.0387	1	EXOSC5,PSMC5,HSPB1,PRDX6,SHFM1,PSMD4,PSMB4,MAPKAPK2,EXOSC4,HSF1,PSMB8,PSMB3
GO:0019882	antigen processing and presentation	0.00186	0.00186	1	AP2S1,KIF22,PSMC5,AP1S1,CLTA,SHFM1,ARF1,PSMD4,PSMB4,BCAP31,PSMB8,HLA-F,HLA-A,PSMB3
GO:0048002	antigen processing and presentation of peptide antigen	0.000483	0.000483	1	AP2S1,KIF22,PSMC5,AP1S1,CLTA,SHFM1,ARF1,PSMD4,PSMB4,BCAP31,PSMB8,HLA-F,HLA-A,PSMB3
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	0.00151	0.00151	1	PSMC5,SHFM1,PSMB6,PSMD4,PSMB4,BCAP31,PSMB8,HLA-F,HLA-A,PSMB3
GO:0019884	antigen processing and presentation of exogenous antigen	0.00117	0.00117	1	AP2S1,KIF22,PSMC5,AP1S1,CLTA,SHFM1,ARF1,PSMD4,PSMB4,PSMB8,HLA-F,HLA-A,PSMB3
GO:0002478	antigen processing and presentation of exogenous peptide antigen	0.00089	0.00089	1	AP2S1,KIF22,PSMC5,AP1S1,CLTA,SHFM1,ARF1,PSMD4,PSMB4,PSMB8,HLA-F,HLA-A,PSMB3
GO:0038093	Fc receptor signaling pathway	0.0291	0.0291	1	ACTB,PSMC5,SHFM1,ARPC1B,RAC1,PSMB6,PSMD4,PSMB4,ARPC5,PIGR,HRAS,PSMB8,ARPC4,PSMB3
GO:0031647	regulation of protein stability	0.0363	0.0363	1	ISOC2,TMEM147,GAPDH,PARK7,GIPC1,PIN1,FLOT2,DPM2,TNIP2,DPM3,RAD23A,TOMM7
GO:0043620	regulation of DNA-templated transcription in response to stress	0.00199	0.00199	1	PSMC5,RBX1,SHFM1,PSMB6,TCEB1,PSMD4,PSMB4,RGS14,HSF1,PSMB8,PSMB3
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.00473	0.00473	1	PSMC5,RBX1,SHFM1,PSMB6,TCEB1,PSMD4,PSMB4,HSF1,PSMB8,PSMB3
GO:0060828	regulation of canonical Wnt signaling pathway	0.0406	0.0406	1	PSMC5,RBX1,AES,MAD2L2,PFDN5,PIN1,SHFM1,PSMB6,PSMD4,PSMB4,PSMB8,PSMB3
GO:0030178	negative regulation of Wnt signaling pathway	0.0317	0.0317	1	PSMC5,RBX1,AES,MAD2L2,PFDN5,SHFM1,PSMB6,PSMD4,PSMB4,PSMB8,PSMB3
GO:0090090	negative regulation of canonical Wnt signaling pathway	0.0123	0.0123	1	PSMC5,RBX1,AES,MAD2L2,PFDN5,SHFM1,PSMB6,PSMD4,PSMB4,PSMB8,PSMB3
GO:0007006	mitochondrial membrane organization	1.42e-06	1.42e-06	1	ATP5D,TIMM13,ATP5E,TIMM10,ATP5G2,ATP5G1,ATP5L,ATP5H,ATP5I,SLC25A6,C19ORF70,SFN,APOO,NDUFA13,TOMM7,ATP5J2
GO:0007007	inner mitochondrial membrane organization	1.03e-10	1.03e-10	1	ATP5D,TIMM13,ATP5E,TIMM10,ATP5G2,ATP5G1,ATP5L,ATP5H,ATP5I,C19ORF70,APOO,NDUFA13,ATP5J2
GO:0042407	cristae formation	3.99e-08	3.99e-08	1	ATP5D,ATP5E,ATP5G2,ATP5G1,ATP5L,ATP5H,ATP5I,C19ORF70,APOO,ATP5J2
GO:0042254	ribosome biogenesis	0.000683	0.000683	1	TSR3,RPS20,NOP16,EXOSC5,RPL19,RPS15,MRPS7,RPL36,NSUN5,RPL27,DDX56,IMP4,RPL35,RPS2,RPL8,RPL38,EXOSC4,NOP10,RPL37A,RPS28,MRPL20
