GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:611105	Respiratory electron transport	0.0434	0.0434	1	NDUFS1,NDUFA5,SCO1,ETFA,UQCRC2,SDHC,UQCRB,COX6C,TMEM126B,CYCS,MT-CO1
REAC:75955	RNA Polymerase II Transcription Elongation	0.0139	0.0139	1	MNAT1,AFF4,GTF2H1,NCBP2,CDC73,POLR2K,LEO1,TCEA1,GTF2F2,CTR9
REAC:112382	Formation of RNA Pol II elongation complex 	0.0139	0.0139	1	MNAT1,AFF4,GTF2H1,NCBP2,CDC73,POLR2K,LEO1,TCEA1,GTF2F2,CTR9
REAC:446203	Asparagine N-linked glycosylation	0.0079	0.0079	1	ST3GAL1,SEL1L,DYNC1I2,PSMC1,BET1,EDEM3,CAPZA1,UAP1,CANX,COPB1,ACTR10,STT3A,COG3,DERL1,RAB1A,USO1,MARCH6,ARFGAP2,RNF139,GOLGB1,TRAPPC6B,TMED9,TRAPPC4,MAN1A2,GFPT1,CAPZA2,ANKRD28,DYNLL2
REAC:948021	Transport to the Golgi and subsequent modification	0.0231	0.0231	1	DYNC1I2,BET1,CAPZA1,COPB1,ACTR10,COG3,RAB1A,USO1,ARFGAP2,GOLGB1,TRAPPC6B,TMED9,TRAPPC4,MAN1A2,ANKRD28,DYNLL2
REAC:199977	ER to Golgi Anterograde Transport	0.0139	0.0139	1	DYNC1I2,BET1,CAPZA1,COPB1,ACTR10,COG3,RAB1A,USO1,ARFGAP2,GOLGB1,TRAPPC6B,TMED9,TRAPPC4,ANKRD28,DYNLL2
REAC:6807878	COPI-mediated anterograde transport	0.00711	0.00711	1	DYNC1I2,BET1,CAPZA1,COPB1,ACTR10,COG3,RAB1A,USO1,ARFGAP2,GOLGB1,TMED9,CAPZA2,DYNLL2
REAC:674695	RNA Polymerase II Pre-transcription Events	0.00282	0.00282	1	MNAT1,TAF2,AFF4,GTF2H1,NCBP2,CDC73,POLR2K,GTF2A1,LEO1,TCEA1,GTF2F2,GTF2E2,TAF13,CTR9
REAC:72203	Processing of Capped Intron-Containing Pre-mRNA	2.56e-19	2.56e-19	1	RBM5,SKIV2L2,TPR,THOC3,ZC3H11A,CCAR1,NUP133,HNRNPC,NUP50,CDC5L,HNRNPM,SNW1,SRSF5,DDX5,HSPA8,SRSF3,PPWD1,NCBP2,SF3B1,SRSF7,BCAS2,SRSF11,SYF2,SMNDC1,HNRNPA2B1,THOC2,DNAJC8,HNRNPH2,RBM17,DHX9,NUPL2,SRSF1,DDX46,POLR2K,CWC15,CWC27,HNRNPU,RANBP2,CWC22,U2SURP,SLU7,HNRNPK,PCF11,METTL3,CPSF2,NUDT21,HNRNPH1,HNRNPA3,PLRG1,CLP1,CSTF2T,GTF2F2,SRSF10,PRPF40A,DDX42
REAC:72187	mRNA 3'-end processing	4.5e-06	4.5e-06	1	THOC3,ZC3H11A,SRSF5,SRSF3,NCBP2,SRSF7,SRSF11,THOC2,SRSF1,SLU7,PCF11,CPSF2,NUDT21,CSTF2T
REAC:72202	Transport of Mature Transcript to Cytoplasm	0.000157	0.000157	1	TPR,THOC3,ZC3H11A,NUP50,SRSF5,SRSF3,NCBP2,SRSF7,SRSF11,THOC2,NUPL2,SRSF1,RANBP2,SLU7,CPSF2
REAC:159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	0.000181	0.000181	1	TPR,THOC3,ZC3H11A,NUP50,SRSF5,SRSF3,NCBP2,SRSF7,SRSF11,THOC2,NUPL2,SRSF1,RANBP2,SLU7
REAC:72172	mRNA Splicing	1.29e-17	1.29e-17	1	RBM5,SKIV2L2,CCAR1,HNRNPC,CDC5L,HNRNPM,SNW1,SRSF5,DDX5,HSPA8,SRSF3,PPWD1,NCBP2,SF3B1,SRSF7,BCAS2,SRSF11,SYF2,SMNDC1,HNRNPA2B1,DNAJC8,HNRNPH2,RBM17,DHX9,SRSF1,DDX46,POLR2K,CWC15,CWC27,HNRNPU,CWC22,U2SURP,SLU7,HNRNPK,PCF11,CPSF2,NUDT21,HNRNPH1,HNRNPA3,PLRG1,CLP1,CSTF2T,GTF2F2,SRSF10,PRPF40A,DDX42
REAC:72163	mRNA Splicing - Major Pathway	1.4e-18	1.4e-18	1	RBM5,SKIV2L2,CCAR1,HNRNPC,CDC5L,HNRNPM,SNW1,SRSF5,DDX5,HSPA8,SRSF3,PPWD1,NCBP2,SF3B1,SRSF7,BCAS2,SRSF11,SYF2,SMNDC1,HNRNPA2B1,DNAJC8,HNRNPH2,RBM17,DHX9,SRSF1,DDX46,POLR2K,CWC15,CWC27,HNRNPU,CWC22,U2SURP,SLU7,HNRNPK,PCF11,CPSF2,NUDT21,HNRNPH1,HNRNPA3,PLRG1,CLP1,CSTF2T,GTF2F2,SRSF10,PRPF40A,DDX42
REAC:2990846	SUMOylation	0.0139	0.0139	1	TPR,NUP133,TOP2B,HNRNPC,NUP50,SMC3,STAG1,NUPL2,RANBP2,XPC,NSMCE2,RAD21,HNRNPK,SP3,SUZ12,SMC5
REAC:3108232	SUMO E3 ligases SUMOylate target proteins	0.0087	0.0087	1	TPR,NUP133,TOP2B,HNRNPC,NUP50,SMC3,STAG1,NUPL2,RANBP2,XPC,NSMCE2,RAD21,HNRNPK,SP3,SUZ12,SMC5
REAC:3108214	SUMOylation of DNA damage response and repair proteins	0.0178	0.0178	1	TPR,NUP133,NUP50,SMC3,STAG1,NUPL2,RANBP2,XPC,NSMCE2,RAD21,SMC5
REAC:162906	HIV Infection	0.00455	0.00455	1	MNAT1,TPR,TAF2,NUP133,CHMP2B,CHMP5,NUP50,PSMC6,PSMA3,PSMC1,GTF2H1,NCBP2,PSMD14,NUPL2,POLR2K,RANBP2,PSMC2,CHMP4C,GTF2A1,CUL5,PDCD6IP,NPM1,TCEA1,GTF2F2,GTF2E2,TAF13
REAC:162587	HIV Life Cycle	0.00616	0.00616	1	MNAT1,TPR,TAF2,NUP133,CHMP2B,CHMP5,NUP50,GTF2H1,NCBP2,NUPL2,POLR2K,RANBP2,CHMP4C,GTF2A1,PDCD6IP,TCEA1,GTF2F2,GTF2E2,TAF13
REAC:162599	Late Phase of HIV Life Cycle	0.00277	0.00277	1	MNAT1,TPR,TAF2,NUP133,CHMP2B,CHMP5,NUP50,GTF2H1,NCBP2,NUPL2,POLR2K,RANBP2,CHMP4C,GTF2A1,PDCD6IP,TCEA1,GTF2F2,GTF2E2,TAF13
REAC:167172	Transcription of the HIV genome	0.0329	0.0329	1	MNAT1,TAF2,GTF2H1,NCBP2,POLR2K,GTF2A1,TCEA1,GTF2F2,GTF2E2,TAF13
REAC:72766	Translation	7.42e-05	7.42e-05	-1	MRPL4,RPL18A,RPL28,RPS15,MRPL37,MRPS15,MRPS2,RPS10,MRPL34,ERAL1,RPL35,PARS2,RPL38,EIF3F,RPLP2,EIF4EBP1,RPS26,RPL23A,UBA52,RPL17
REAC:72764	Eukaryotic Translation Termination	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:72613	Eukaryotic Translation Initiation	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,EIF3F,RPLP2,EIF4EBP1,RPS26,RPL23A,UBA52,RPL17
REAC:156827	L13a-mediated translational silencing of Ceruloplasmin expression	8.32e-05	8.32e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,EIF3F,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:72737	Cap-dependent Translation Initiation	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,EIF3F,RPLP2,EIF4EBP1,RPS26,RPL23A,UBA52,RPL17
REAC:72706	GTP hydrolysis and joining of the 60S ribosomal subunit	8.52e-05	8.52e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,EIF3F,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:72689	Formation of a pool of free 40S subunits	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,EIF3F,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:1799339	SRP-dependent cotranslational protein targeting to membrane	0.000157	0.000157	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:156842	Eukaryotic Translation Elongation	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:156902	Peptide chain elongation	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:4839726	Chromatin organization	0.0159	0.0159	-1	SMARCD1,ACTB,SETD1A,CARM1,GATAD2B,VPS72,TAF10,GATAD2A,TADA3,HCFC1,RELA,NCOR2,EHMT2
REAC:3247509	Chromatin modifying enzymes	0.0159	0.0159	-1	SMARCD1,ACTB,SETD1A,CARM1,GATAD2B,VPS72,TAF10,GATAD2A,TADA3,HCFC1,RELA,NCOR2,EHMT2
REAC:927802	Nonsense-Mediated Decay (NMD)	0.00018	0.00018	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	4.86e-05	4.86e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	0.00018	0.00018	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:2408522	Selenoamino acid metabolism	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,EEFSEC,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:2408557	Selenocysteine synthesis	2.64e-05	2.64e-05	-1	RPL18A,RPL28,RPS15,RPS10,EEFSEC,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
REAC:168254	Influenza Infection	2.64e-05	2.64e-05	-1	AAAS,POLR2I,TGFB1,RPL18A,RPL28,RPS15,RPS10,RPL35,SLC25A6,RPL38,RPLP2,POLR2L,RPS26,RPL23A,UBA52,RPL17
REAC:168255	Influenza Life Cycle	4.77e-05	4.77e-05	-1	AAAS,POLR2I,RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,POLR2L,RPS26,RPL23A,UBA52,RPL17
REAC:168273	Influenza Viral RNA Transcription and Replication	4.77e-05	4.77e-05	-1	AAAS,POLR2I,RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,POLR2L,RPS26,RPL23A,UBA52,RPL17
REAC:192823	Viral mRNA Translation	4.77e-05	4.77e-05	-1	RPL18A,RPL28,RPS15,RPS10,RPL38,RPLP2,RPS26,RPL23A,UBA52,RPL17
GO:0006352	DNA-templated transcription, initiation	0.00972	0.00972	1	MNAT1,BCLAF1,TAF2,RRN3,PSMC6,SNW1,PSMC1,TWISTNB,GTF2H1,MED4,YAP1,POLR2K,PSMC2,GTF2A1,TAF1D,MAML2,GTF2F2,HMGB1,GTF2E2,TAF13,CRCP
GO:0006367	transcription initiation from RNA polymerase II promoter	0.0402	0.0402	1	MNAT1,TAF2,PSMC6,SNW1,PSMC1,GTF2H1,MED4,YAP1,POLR2K,PSMC2,GTF2A1,MAML2,GTF2F2,HMGB1,GTF2E2,TAF13
GO:0051648	vesicle localization	0.0165	0.0165	1	AP3M2,KIFAP3,SNAP23,FMR1,STX4,BLOC1S6,BET1,RAB3GAP1,KLHL12,CANX,FNBP1L,RAB1A,USO1,KIF5B,TRAPPC6B,TMED9,BLOC1S5,BLOC1S2,TRAPPC4,ANKRD28
GO:0051650	establishment of vesicle localization	0.0115	0.0115	1	AP3M2,KIFAP3,SNAP23,FMR1,STX4,BLOC1S6,BET1,RAB3GAP1,KLHL12,CANX,FNBP1L,RAB1A,USO1,KIF5B,TRAPPC6B,TMED9,BLOC1S5,BLOC1S2,TRAPPC4,ANKRD28
GO:0007033	vacuole organization	0.00329	0.00329	1	VPS41,RB1CC1,ATG16L1,SH3GLB1,MTMR3,RAB3GAP1,STX12,RAB3GAP2,BECN1,ATG14,HOOK1,UBQLN1,CCDC115,RAB1A,RALB,TP53INP1,FEZ2
GO:0016236	macroautophagy	4.93e-06	4.93e-06	1	DCN,RB1CC1,CHMP2B,ATG16L1,EXOC1,WAC,SH3GLB1,MTMR3,ATP6V1D,SPTLC2,ATP6V1A,RAB3GAP1,STX12,RAB3GAP2,PIK3CA,BECN1,ATG14,PRKAA1,UBQLN1,SNX14,VPS36,RAB1A,RALB,ATP6V1B2,SCOC,ATP6V1C1,CHMP4C,TP53INP1,FEZ2,MFN1,TBK1,NRBP2,NBR1,DYNLL2
GO:1905037	autophagosome organization	0.00113	0.00113	1	RB1CC1,ATG16L1,SH3GLB1,MTMR3,RAB3GAP1,STX12,RAB3GAP2,BECN1,ATG14,UBQLN1,RAB1A,RALB,TP53INP1,FEZ2
GO:0010506	regulation of autophagy	0.012	0.012	1	DCN,RB1CC1,USP33,EXOC1,WAC,SH3GLB1,MTMR3,ATP6V1D,SPTLC2,ATP6V1A,RAB3GAP1,RAB3GAP2,PIK3CA,PRKAA1,CTSK,RALB,ATP6V1B2,MTDH,SCOC,ATP6V1C1,TP53INP1,FEZ2,TBK1,NRBP2,HMGB1
GO:0016241	regulation of macroautophagy	0.000394	0.000394	1	DCN,RB1CC1,EXOC1,WAC,SH3GLB1,MTMR3,ATP6V1D,SPTLC2,ATP6V1A,RAB3GAP1,RAB3GAP2,PIK3CA,PRKAA1,RALB,ATP6V1B2,SCOC,ATP6V1C1,FEZ2,TBK1,NRBP2
GO:0000045	autophagosome assembly	0.001	0.001	1	RB1CC1,ATG16L1,SH3GLB1,MTMR3,RAB3GAP1,STX12,RAB3GAP2,BECN1,ATG14,UBQLN1,RAB1A,RALB,TP53INP1,FEZ2
GO:0010508	positive regulation of autophagy	0.00875	0.00875	1	DCN,WAC,SH3GLB1,SPTLC2,RAB3GAP1,RAB3GAP2,PRKAA1,RALB,MTDH,SCOC,TP53INP1,TBK1
GO:0034605	cellular response to heat	0.0399	0.0399	1	TPR,NUP133,HSP90AA1,NUP50,DNAJC2,HSPA8,HSPH1,NUPL2,RANBP2,SLU7,DNAJC7
GO:1900034	regulation of cellular response to heat	0.0296	0.0296	1	TPR,NUP133,HSP90AA1,NUP50,DNAJC2,HSPA8,HSPH1,NUPL2,RANBP2,DNAJC7
GO:1902115	regulation of organelle assembly	0.0038	0.0038	1	TPR,CHMP2B,CHMP5,SH3GLB1,MTMR3,CNOT6,RAB3GAP1,RAB3GAP2,SEPT7,SDCBP,RDX,RALB,PAN3,CHMP4C,PDCD6IP,FEZ2,NPM1
GO:0051301	cell division	0.0258	0.0258	1	RALA,ANLN,PKN2,CHMP2B,CHMP5,SH3GLB1,SEPT7,BECN1,SPG20,RALB,RASA1,NEK7,AHCTF1,MITD1,GNL3,CHMP4C,PDCD6IP,PRPF40A
GO:0000910	cytokinesis	0.0197	0.0197	1	RALA,ANLN,PKN2,SH3GLB1,SEPT7,BECN1,RALB,RASA1,NEK7,AHCTF1,MITD1,CHMP4C,PDCD6IP,PRPF40A
GO:0000380	alternative mRNA splicing, via spliceosome	7.27e-05	7.27e-05	1	RBM5,RBM7,HNRNPM,RBFOX2,FMR1,DDX5,RBM25,RBM17,DHX9,SRSF1,SLU7
GO:0007018	microtubule-based movement	0.0315	0.0315	1	OFD1,KIF2A,AP3M2,KIFAP3,DYNC1I2,PCM1,TNPO1,IFT74,BLOC1S6,ARHGAP21,KTN1,RAB1A,CLTC,KIFC2,KIF5B,BICD2,BLOC1S5,BLOC1S2,OPA1,DYNLL2
GO:0099111	microtubule-based transport	0.00118	0.00118	1	AP3M2,KIFAP3,DYNC1I2,PCM1,TNPO1,IFT74,BLOC1S6,ARHGAP21,RAB1A,KIF5B,BICD2,BLOC1S5,BLOC1S2,OPA1,DYNLL2
GO:0030705	cytoskeleton-dependent intracellular transport	0.000343	0.000343	1	AP3M2,KIFAP3,DYNC1I2,PCM1,TNPO1,IFT74,SUN2,BLOC1S6,ARHGAP21,HOOK1,FNBP1L,RAB1A,KIF5B,BICD2,BLOC1S5,BLOC1S2,OPA1,DYNLL2
GO:0010970	transport along microtubule	0.00118	0.00118	1	AP3M2,KIFAP3,DYNC1I2,PCM1,TNPO1,IFT74,BLOC1S6,ARHGAP21,RAB1A,KIF5B,BICD2,BLOC1S5,BLOC1S2,OPA1,DYNLL2
GO:0072384	organelle transport along microtubule	0.0019	0.0019	1	AP3M2,KIFAP3,BLOC1S6,ARHGAP21,RAB1A,KIF5B,BICD2,BLOC1S5,BLOC1S2,OPA1
GO:1903362	regulation of cellular protein catabolic process	0.0159	0.0159	1	ANKIB1,CDC27,RNF14,RNF19A,ERLEC1,TRIB2,WAC,PSMC6,PSMA3,PSMC1,FMR1,CDK5RAP3,PSMD14,UCHL5,UBQLN1,SDCBP,RDX,TMF1,PSMC2,PTK2,RNF139,UBE2G2
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	0.0211	0.0211	1	ANKIB1,CDC27,RNF14,RNF19A,ERLEC1,TRIB2,WAC,PSMC6,PSMA3,PSMC1,FMR1,PSMD14,UCHL5,UBQLN1,SDCBP,TMF1,PSMC2,PTK2,RNF139,UBE2G2
GO:0061136	regulation of proteasomal protein catabolic process	0.0399	0.0399	1	ANKIB1,RNF14,RNF19A,ERLEC1,TRIB2,WAC,FMR1,PSMD14,UCHL5,UBQLN1,SDCBP,TMF1,UBE2G2
GO:0034976	response to endoplasmic reticulum stress	0.00791	0.00791	1	SEC63,JKAMP,ERLEC1,SEL1L,DNAJC10,UBA5,PSMC6,PSMC1,CDK5RAP3,EDEM3,UFM1,COPS5,EIF2S1,UBQLN1,DERL1,MARCH6,PSMC2,STT3B,RNF139,UBE2G2,CASP4,GFPT1,OPA1
GO:0036503	ERAD pathway	0.00118	0.00118	1	JKAMP,ERLEC1,SEL1L,DNAJC10,PSMC6,PSMC1,EDEM3,UBQLN1,DERL1,MARCH6,PSMC2,STT3B,RNF139,UBE2G2
GO:0030433	ubiquitin-dependent ERAD pathway	0.000949	0.000949	1	JKAMP,ERLEC1,SEL1L,DNAJC10,PSMC6,PSMC1,EDEM3,UBQLN1,DERL1,PSMC2,STT3B,UBE2G2
GO:0072329	monocarboxylic acid catabolic process	0.0188	0.0188	1	ACAT1,LONP2,DECR1,ACBD5,SCP2,ACADM,HSD17B4,HADHB,ETFA,MUT,BDH2,PEX2
GO:0034440	lipid oxidation	0.0323	0.0323	1	ACAT1,LONP2,DECR1,SCP2,ACADM,HSD17B4,HADHB,ETFA,BDH2,PEX2
GO:0019395	fatty acid oxidation	0.0293	0.0293	1	ACAT1,LONP2,DECR1,SCP2,ACADM,HSD17B4,HADHB,ETFA,BDH2,PEX2
GO:0009062	fatty acid catabolic process	0.00673	0.00673	1	ACAT1,LONP2,DECR1,ACBD5,SCP2,ACADM,HSD17B4,HADHB,ETFA,MUT,BDH2,PEX2
GO:0006635	fatty acid beta-oxidation	0.00679	0.00679	1	ACAT1,LONP2,DECR1,SCP2,ACADM,HSD17B4,HADHB,ETFA,BDH2,PEX2
GO:0007059	chromosome segregation	0.00266	0.00266	1	CDC27,MRE11A,CENPQ,TPR,WAPAL,KIF2A,NUP133,TOP2B,DYNC1I2,CHMP2B,CHMP5,ZW10,SMC3,SMC4,STAG1,BECN1,SMC2,NCAPD3,RANBP2,AHCTF1,NSMCE2,NIPBL,CHMP4C,RAD21,CEP57,ZWILCH,SMC5,DDX3X,DYNLL2
GO:0098813	nuclear chromosome segregation	0.001	0.001	1	CDC27,MRE11A,CENPQ,TPR,WAPAL,KIF2A,NUP133,TOP2B,DYNC1I2,CHMP2B,CHMP5,ZW10,SMC3,SMC4,STAG1,BECN1,SMC2,NCAPD3,RANBP2,AHCTF1,NSMCE2,NIPBL,CHMP4C,RAD21,CEP57,ZWILCH,SMC5,DYNLL2
GO:0000819	sister chromatid segregation	4.8e-05	4.8e-05	1	CDC27,MRE11A,CENPQ,TPR,WAPAL,KIF2A,NUP133,TOP2B,DYNC1I2,CHMP2B,CHMP5,ZW10,SMC3,SMC4,STAG1,BECN1,SMC2,NCAPD3,RANBP2,AHCTF1,NSMCE2,NIPBL,CHMP4C,RAD21,CEP57,ZWILCH,SMC5,DYNLL2
GO:0007062	sister chromatid cohesion	0.00257	0.00257	1	MRE11A,CENPQ,WAPAL,KIF2A,NUP133,DYNC1I2,ZW10,SMC3,STAG1,RANBP2,AHCTF1,NSMCE2,NIPBL,RAD21,ZWILCH,SMC5,DYNLL2
GO:0000070	mitotic sister chromatid segregation	0.0105	0.0105	1	CDC27,TPR,WAPAL,CHMP2B,CHMP5,ZW10,SMC4,BECN1,SMC2,NCAPD3,NSMCE2,NIPBL,CHMP4C,CEP57,SMC5
GO:0051053	negative regulation of DNA metabolic process	0.00819	0.00819	1	MRE11A,WAPAL,NBN,UBR5,TNKS2,GTPBP4,SMC3,RAD50,RAD17,HNRNPU,TRIP12,ZNF830
GO:0031647	regulation of protein stability	0.0453	0.0453	1	SEL1L,FBXW11,USP33,HSP90AA1,SH3GLB1,GTPBP4,HSPA8,STX12,CREB1,CDC73,COG3,DERL1,CCT6A,GNAQ,LSS,PEX2,RNF139,USP7
GO:0006353	DNA-templated transcription, termination	9.84e-06	9.84e-06	1	MNAT1,THOC3,ZC3H11A,SRSF5,TWISTNB,GTF2H1,SRSF3,NCBP2,SRSF7,SRSF11,THOC2,SRSF1,POLR2K,SLU7,PCF11,CPSF2,TAF1D,NUDT21,CLP1,CSTF2T
GO:0006369	termination of RNA polymerase II transcription	1.25e-05	1.25e-05	1	THOC3,ZC3H11A,SRSF5,SRSF3,NCBP2,SRSF7,SRSF11,THOC2,SRSF1,SLU7,PCF11,CPSF2,NUDT21,CSTF2T
GO:0016197	endosomal transport	0.00405	0.00405	1	VPS41,SNX1,AP5M1,PICALM,CHMP2B,CHMP5,VTI1B,TMEM87A,BLOC1S6,SNX4,STX16,BECN1,ATG14,HOOK1,STX6,VPS36,SORL1,RDX,DNAJC13,CLTC,VPS54,CHMP4C,MAP2K1,BLOC1S5,SNX2
GO:0048524	positive regulation of viral process	0.0433	0.0433	1	PKN2,CHMP2B,SNW1,FMR1,SMC3,TRIM38,DHX9,POLR2K,CHMP4C,GTF2F2,DDX3X
GO:0071166	ribonucleoprotein complex localization	1.15e-06	1.15e-06	1	TPR,THOC3,ZC3H11A,NUP50,SRSF5,SRSF3,NCBP2,SRSF7,SRSF11,HNRNPA2B1,THOC2,LTV1,SRSF1,SSB,UPF2,RANBP2,SLU7,CPSF2,NMD3,SETD2,SRSF10
