GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	1.99e-08	1.99e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	1.99e-08	1.99e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,ANAPC11,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:927802	Nonsense-Mediated Decay (NMD)	2.12e-05	2.12e-05	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,RPL37A,UBA52
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	2.12e-05	2.12e-05	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,RPL37A,UBA52
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	2.08e-06	2.08e-06	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,RPL37A,UBA52
REAC:162906	HIV Infection	2.01e-06	2.01e-06	1	POLR2J,PSMC4,AP2S1,PSMC5,PSMD8,PSMA7,POLR2I,PSMD3,SHFM1,CHMP2A,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,TAF10,BANF1,CHMP6,POLR2L,PSMD13,NELFE,UBA52,PSMB3
REAC:162909	Host Interactions of HIV factors	6.23e-06	6.23e-06	1	PSMC4,AP2S1,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,BANF1,PSMD13,UBA52,PSMB3
REAC:180585	Vif-mediated degradation of APOBEC3G	6.7e-09	6.7e-09	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:180534	Vpu mediated degradation of CD4	5.6e-09	5.6e-09	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5668541	TNFR2 non-canonical NF-kB pathway	1.12e-06	1.12e-06	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,UBE2M,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5676590	NIK-->noncanonical NF-kB signaling	5.07e-09	5.07e-09	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,UBE2M,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5357801	Programmed Cell Death	0.000168	0.000168	1	BAD,PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,YWHAE,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,BCAP31,UBA52,PSMB3
REAC:109581	Apoptosis	0.000142	0.000142	1	BAD,PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,YWHAE,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,BCAP31,UBA52,PSMB3
REAC:169911	Regulation of Apoptosis	6.7e-09	6.7e-09	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	5.07e-09	5.07e-09	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:2555396	Mitotic Metaphase and Anaphase	9.11e-05	9.11e-05	1	PSMC5,PSMD3,SHFM1,ANAPC11,PSMB6,SEC13,PSMD4,PSMC3,BANF1,PSMD13,UBA52,PSMB3
REAC:68882	Mitotic Anaphase	8.76e-05	8.76e-05	1	PSMC5,PSMD3,SHFM1,ANAPC11,PSMB6,SEC13,PSMD4,PSMC3,BANF1,PSMD13,UBA52,PSMB3
REAC:2467813	Separation of Sister Chromatids	0.000148	0.000148	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,ANAPC11,PSMB6,SEC13,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:168254	Influenza Infection	1.16e-05	1.16e-05	1	POLR2J,RPL18,RPS5,RPS16,POLR2I,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,POLR2L,RPL37A,UBA52
REAC:168255	Influenza Life Cycle	4.24e-06	4.24e-06	1	POLR2J,RPL18,RPS5,RPS16,POLR2I,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,POLR2L,RPL37A,UBA52
REAC:168273	Influenza Viral RNA Transcription and Replication	1.67e-06	1.67e-06	1	POLR2J,RPL18,RPS5,RPS16,POLR2I,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,POLR2L,RPL37A,UBA52
REAC:192823	Viral mRNA Translation	9.47e-07	9.47e-07	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,RPL37A,UBA52
REAC:5654720	PI-3K cascade:FGFR4	7.02e-05	7.02e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:5654695	PI-3K cascade:FGFR2	7.02e-05	7.02e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:1250342	PI3K events in ERBB4 signaling	7.02e-05	7.02e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:180292	GAB1 signalosome	7.85e-05	7.85e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:198203	PI3K/AKT activation	7.85e-05	7.85e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:5654710	PI-3K cascade:FGFR3	7.02e-05	7.02e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:5654689	PI-3K cascade:FGFR1	7.02e-05	7.02e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:1257604	PIP3 activates AKT signaling	7.02e-05	7.02e-05	1	PSMC5,STUB1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PSMD13,LAMTOR4,RING1,CSNK2B,UBA52,PSMB3
REAC:2408522	Selenoamino acid metabolism	1.19e-06	1.19e-06	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,EEFSEC,RPLP1,FAU,RPL27A,RPS21,QARS,RPL38,RPLP2,RPL37A,UBA52
REAC:2408557	Selenocysteine synthesis	2.93e-07	2.93e-07	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,EEFSEC,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,RPL37A,UBA52
REAC:1169091	Activation of NF-kappaB in B cells	5.51e-08	5.51e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:2262749	Cellular response to hypoxia	1.91e-07	1.91e-07	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1234174	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	1.91e-07	1.91e-07	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	4.57e-08	4.57e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	0.00207	0.00207	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:5683057	MAPK family signaling cascades	0.00398	0.00398	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:5684996	MAPK1/MAPK3 signaling	0.00119	0.00119	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:5687128	MAPK6/MAPK4 signaling	2.66e-06	2.66e-06	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5218921	VEGFR2 mediated cell proliferation	0.00146	0.00146	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:375165	NCAM signaling for neurite out-growth	0.00254	0.00254	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:179812	GRB2 events in EGFR signaling	0.000921	0.000921	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:451927	Interleukin-2 signaling	0.00133	0.00133	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:912526	Interleukin receptor SHC signaling	0.00133	0.00133	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:5654706	FRS-mediated FGFR3 signaling	0.000945	0.000945	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:2586552	Signaling by Leptin	0.00127	0.00127	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:1250347	SHC1 events in ERBB4 signaling	0.000921	0.000921	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:180336	SHC1 events in EGFR signaling	0.000921	0.000921	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:5654700	FRS-mediated FGFR2 signaling	0.000945	0.000945	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:74751	Insulin receptor signalling cascade	0.000148	0.000148	1	PSMC5,PEBP1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PHB,HRAS,PSMD13,LAMTOR4,UBA52,PSMB3
REAC:187687	Signalling to ERKs	0.00165	0.00165	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:187706	Signalling to p38 via RIT and RIN	0.00109	0.00109	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:167044	Signalling to RAS	0.00137	0.00137	1	PSMC5,PEBP1,PSMD3,SHFM1,PSMB6,PSMD4,PSMC3,PHB,HRAS,PSMD13,UBA52,PSMB3
REAC:169893	Prolonged ERK activation events	0.00123	0.00123	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:170968	Frs2-mediated activation	0.00113	0.00113	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:170984	ARMS-mediated activation	0.00109	0.00109	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.000157	0.000157	1	PSMC5,PEBP1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PHB,HRAS,PSMD13,LAMTOR4,UBA52,PSMB3
REAC:2428924	IGF1R signaling cascade	0.000152	0.000152	1	PSMC5,PEBP1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PHB,HRAS,PSMD13,LAMTOR4,UBA52,PSMB3
REAC:2428928	IRS-related events triggered by IGF1R	0.000152	0.000152	1	PSMC5,PEBP1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PHB,HRAS,PSMD13,LAMTOR4,UBA52,PSMB3
REAC:112399	IRS-mediated signalling	0.00013	0.00013	1	PSMC5,PEBP1,PSMD3,SHFM1,LAMTOR5,PSMB6,LAMTOR1,PSMD4,PSMC3,PHB,HRAS,PSMD13,LAMTOR4,UBA52,PSMB3
REAC:112412	SOS-mediated signalling	0.000921	0.000921	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:5654693	FRS-mediated FGFR1 signaling	0.000945	0.000945	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:5654712	FRS-mediated FGFR4 signaling	0.000945	0.000945	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:5673001	RAF/MAP kinase cascade	0.000921	0.000921	1	PSMC4,PSMC5,PEBP1,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PHB,MAP3K11,HRAS,PSMD13,UBA52,PSMB3
REAC:5658442	Regulation of RAS by GAPs	1.17e-08	1.17e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,HRAS,PSMD13,UBA52,PSMB3
REAC:195253	Degradation of beta-catenin by the destruction complex	7.32e-07	7.32e-07	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:5619115	Disorders of transmembrane transporters	3.25e-08	3.25e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,RNF5,UBA52,PSMB3
REAC:5619084	ABC transporter disorders	1.17e-08	1.17e-08	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,RNF5,UBA52,PSMB3
REAC:5678895	Defective CFTR causes cystic fibrosis	5.42e-09	5.42e-09	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,RNF5,UBA52,PSMB3
REAC:202403	TCR signaling	6.66e-06	6.66e-06	1	PSMC4,PSMC5,PSMD8,CDC34,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:202424	Downstream TCR signaling	6.11e-07	6.11e-07	1	PSMC4,PSMC5,PSMD8,CDC34,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,UBA52,PSMB3
REAC:72312	rRNA processing	2.21e-07	2.21e-07	1	TSR3,RPL18,HSD17B10,EXOSC5,RPS5,RPS16,FBL,DDX49,RPL28,RPL19,RRP9,RPL23,RPL27,IMP4,RPLP1,PELP1,FAU,RPL27A,RPS21,RPL38,TRMT112,RPLP2,IMP3,RPL37A,UBA52,WDR46
REAC:382556	ABC-family proteins mediated transport	1.62e-06	1.62e-06	1	PSMC4,PSMC5,PSMD8,PSMA7,PSMD3,SHFM1,PSMB7,PSMB6,PSMD4,PSMB4,PSMC3,PSMD13,RNF5,UBA52,PSMB3
REAC:72766	Translation	1.32e-25	1.32e-25	1	MRPL43,RPL18,MRPS34,RPS5,EIF3I,MRPL28,MRPS33,RPS16,EIF3B,RPL28,RPL19,MRPL27,MRPL51,MRPL2,MRPS15,MRPS2,TSFM,MRPS7,RPL23,MRPS26,MRPS12,EIF3G,RPL27,ERAL1,RPLP1,MRPL24,FARS2,FAU,MRPL17,MRPL10,APEH,RPL27A,RPS21,QARS,CHCHD1,RPL38,TRMT112,MRP63,MRPL11,EIF3F,AURKAIP1,RPLP2,TUFM,GADD45GIP1,MRPL14,MRPS11,MRPS16,MRPL54,MRPL40,RPL37A,VARS,MRPS18B,UBA52,MRPL20,MRPL12,MRPL45
REAC:1799339	SRP-dependent cotranslational protein targeting to membrane	1.55e-05	1.55e-05	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,RPLP2,RPL37A,UBA52
REAC:72764	Eukaryotic Translation Termination	5.74e-08	5.74e-08	1	RPL18,RPS5,RPS16,RPL28,RPL19,RPL23,RPL27,RPLP1,FAU,APEH,RPL27A,RPS21,RPL38,TRMT112,RPLP2,RPL37A,UBA52
REAC:72613	Eukaryotic Translation Initiation	6.59e-08	6.59e-08	1	RPL18,RPS5,EIF3I,RPS16,EIF3B,RPL28,RPL19,RPL23,EIF3G,RPL27,RPLP1,FAU,RPL27A,RPS21,RPL38,EIF3F,RPLP2,RPL37A,UBA52
