GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	6.8e-24	6.8e-24	1	RPS5,EIF3I,EIF3D,RPS19,RPS13,RPS12,RPS15,RPS10,RPS6,RPS2,RPS11,RPS3,FAU,RPS14,RPSA,RPS9,RPS21,RPS7,EIF4EBP1,RPS29,RPS18,RPS28
REAC:72649	Translation initiation complex formation	1.62e-22	1.62e-22	1	RPS5,EIF3I,EIF3D,RPS19,RPS13,RPS12,RPS15,RPS10,RPS6,RPS2,RPS11,RPS3,FAU,RPS14,RPSA,RPS9,RPS21,RPS7,RPS29,RPS18,RPS28
REAC:72702	Ribosomal scanning and start codon recognition	1.62e-22	1.62e-22	1	RPS5,EIF3I,EIF3D,RPS19,RPS13,RPS12,RPS15,RPS10,RPS6,RPS2,RPS11,RPS3,FAU,RPS14,RPSA,RPS9,RPS21,RPS7,RPS29,RPS18,RPS28
REAC:72689	Formation of a pool of free 40S subunits	3.76e-52	3.76e-52	1	RPL18,RPL31,RPS5,EIF3I,RPLP0,RPL3,EIF3D,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS6,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:72706	GTP hydrolysis and joining of the 60S ribosomal subunit	3.53e-50	3.53e-50	1	RPL18,RPL31,RPS5,EIF3I,RPLP0,RPL3,EIF3D,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:72695	Formation of the ternary complex, and subsequently, the 43S complex	7.14e-24	7.14e-24	1	RPS5,EIF3I,EIF3D,RPS19,RPS13,RPS12,RPS15,RPS10,RPS6,RPS2,RPS11,RPS3,FAU,RPS14,RPSA,RPS9,RPS21,RPS7,RPS29,RPS18,RPS28
REAC:156827	L13a-mediated translational silencing of Ceruloplasmin expression	2.58e-50	2.58e-50	1	RPL18,RPL31,RPS5,EIF3I,RPLP0,RPL3,EIF3D,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:211000	Gene Silencing by RNA	4.09e-11	4.09e-11	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5578749	Transcriptional regulation by small RNAs	1.37e-12	1.37e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:68875	Mitotic Prophase	8.17e-11	8.17e-11	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:2299718	Condensation of Prophase Chromosomes	3.79e-15	3.79e-15	1	NCAPH2,HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H2AB,HIST1H4A,HIST1H4B,HIST1H3H
REAC:73886	Chromosome Maintenance	7.1e-08	7.1e-08	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
REAC:157579	Telomere Maintenance	3.51e-09	3.51e-09	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
REAC:171306	Packaging Of Telomere Ends	2.53e-11	2.53e-11	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
REAC:774815	Nucleosome assembly	9.89e-10	9.89e-10	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
REAC:606279	Deposition of new CENPA-containing nucleosomes at the centromere	9.89e-10	9.89e-10	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
REAC:195258	RHO GTPase Effectors	4.4e-08	4.4e-08	1	HIST1H2BJ,SEC13,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,ARPC4,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5625740	RHO GTPases activate PKNs	2.78e-13	2.78e-13	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	1.61e-15	1.61e-15	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:977225	Amyloid fiber formation	2.34e-15	2.34e-15	1	HIST1H2BJ,HIST1H4H,UBB,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,UBA52,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:927802	Nonsense-Mediated Decay (NMD)	2.79e-46	2.79e-46	1	RPL18,RPL31,RPS5,RPLP0,RPL3,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS6,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	2.79e-46	2.79e-46	1	RPL18,RPL31,RPS5,RPLP0,RPL3,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS6,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	2.58e-50	2.58e-50	1	RPL18,RPL31,RPS5,RPLP0,RPL3,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS6,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:1500620	Meiosis	8.15e-12	8.15e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:1221632	Meiotic synapsis	2.36e-09	2.36e-09	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
REAC:912446	Meiotic recombination	9.55e-14	9.55e-14	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:212165	Epigenetic regulation of gene expression	1.43e-10	1.43e-10	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5250941	Negative epigenetic regulation of rRNA expression	2.01e-12	2.01e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:427413	NoRC negatively regulates rRNA expression	1.37e-12	1.37e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:427359	SIRT1 negatively regulates rRNA Expression	1.98e-15	1.98e-15	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5250913	Positive epigenetic regulation of rRNA expression	1.37e-12	1.37e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5250924	B-WICH complex positively regulates rRNA expression	1.49e-13	1.49e-13	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	1.02e-14	1.02e-14	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:5334118	DNA methylation	1.01e-15	1.01e-15	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:212300	PRC2 methylates histones and DNA	5.52e-15	5.52e-15	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:504046	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	1.43e-10	1.43e-10	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:73864	RNA Polymerase I Transcription	2.59e-12	2.59e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:73854	RNA Polymerase I Promoter Clearance	2.01e-12	2.01e-12	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:73728	RNA Polymerase I Promoter Opening	6.29e-16	6.29e-16	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:73777	RNA Polymerase I Chain Elongation	1.29e-13	1.29e-13	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:4839726	Chromatin organization	6.27e-11	6.27e-11	1	HIST1H2BJ,PRMT1,RPS2,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST2H2AB,HIST1H2AG,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST2H2BF,HIST1H3B,HIST1H2AH,HIST1H2AK,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:3247509	Chromatin modifying enzymes	6.27e-11	6.27e-11	1	HIST1H2BJ,PRMT1,RPS2,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST2H2AB,HIST1H2AG,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST2H2BF,HIST1H3B,HIST1H2AH,HIST1H2AK,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:3214847	HATs acetylate histones	2.19e-15	2.19e-15	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST2H2AB,HIST1H2AG,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST2H2BF,HIST1H3B,HIST1H2AH,HIST1H2AK,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:3214842	HDMs demethylate histones	8.15e-12	8.15e-12	1	HIST1H4H,HIST2H3D,HIST1H4C,HIST1H4J,HIST4H4,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:3214815	HDACs deacetylate histones	5.3e-19	5.3e-19	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST2H3D,HIST2H2AC,HIST2H2AB,HIST1H2AG,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST2H2BF,HIST1H3B,HIST1H2AH,HIST1H2AK,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:3214841	PKMTs methylate histone lysines	2.89e-10	2.89e-10	1	HIST1H4H,HIST2H3D,HIST1H4C,HIST1H4J,HIST4H4,HIST1H3B,HIST1H3A,HIST1H4D,HIST1H4A,HIST1H4B,HIST1H3H
REAC:3214858	RMTs methylate histone arginines	3.06e-17	3.06e-17	1	PRMT1,RPS2,HIST1H4H,HIST2H3D,HIST2H2AC,HIST2H2AB,HIST1H2AG,HIST1H4C,HIST1H4J,HIST4H4,HIST1H3B,HIST1H2AH,HIST1H2AK,HIST1H3A,HIST1H4D,HIST1H2AB,HIST1H4A,HIST1H4B,HIST1H3H
REAC:2408522	Selenoamino acid metabolism	1.65e-47	1.65e-47	1	RPL18,RPL31,RPS5,RPLP0,RPL3,AHCY,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:2408557	Selenocysteine synthesis	1.26e-50	1.26e-50	1	RPL18,RPL31,RPS5,RPLP0,RPL3,RPS19,RPL18A,RPL19,RPS13,RPS12,RPS15,RPS10,RPL36,RPL27,RPS6,RPS2,RPS11,RPL13A,RPL32,RPL37,RPL10,RPL7,RPS3,FAU,RPL30,RPL8,RPS14,RPSA,RPS9,RPS21,RPS7,RPL38,RPL37A,RPL12,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28
REAC:1428517	The citric acid (TCA) cycle and respiratory electron transport	2.53e-11	2.53e-11	1	UQCRC1,NDUFB2,NDUFB7,COX6A1,COX6B1,COX7B,NDUFA2,COX5B,NDUFB9,ATP5G1,UQCRQ,UQCRH,COX8A,COX14,CYC1,UQCR10,NDUFA6,NDUFA13,NDUFA4
REAC:163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	1.23e-13	1.23e-13	1	UQCRC1,NDUFB2,NDUFB7,COX6A1,COX6B1,COX7B,NDUFA2,COX5B,NDUFB9,ATP5G1,UQCRQ,UQCRH,COX8A,COX14,CYC1,UQCR10,NDUFA6,NDUFA13,NDUFA4
REAC:611105	Respiratory electron transport	4.79e-14	4.79e-14	1	UQCRC1,NDUFB2,NDUFB7,COX6A1,COX6B1,COX7B,NDUFA2,COX5B,NDUFB9,UQCRQ,UQCRH,COX8A,COX14,CYC1,UQCR10,NDUFA6,NDUFA13,NDUFA4
REAC:69620	Cell Cycle Checkpoints	4.27e-07	4.27e-07	1	HIST1H2BJ,ANAPC11,PSMB6,SEC13,HIST1H4H,UBB,HIST1H2BC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,UBA52,HIST1H4D,HIST1H4A,HIST1H4B
REAC:69481	G2/M Checkpoints	3.03e-08	3.03e-08	1	HIST1H2BJ,PSMB6,HIST1H4H,UBB,HIST1H2BC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,UBA52,HIST1H4D,HIST1H4A,HIST1H4B
REAC:69473	G2/M DNA damage checkpoint	9.65e-08	9.65e-08	1	HIST1H2BJ,HIST1H4H,HIST1H2BC,HIST1H4C,HIST1H4J,HIST4H4,HIST1H2BK,HIST1H4D,HIST1H4A,HIST1H4B
